38;8;22;46;49;11;78;69;98;2;91;54;47;51;17;52;1;98;50;95;54;2;97;12;0;51;80;3;33;88;93;27;2;21;87;34;18;82;17;65;13;14;86;77;11;8;10;15;57;53;37;36;66;79;64;35;11;10;45;97;30;75;36;9;8;64;52;
25;64;83;34;19;80;85;82;39;16;19;0;92;41;64;45;80;51;57;60;23;56;51;22;7;37;20;34;37;78;77;69;47;56;84;51;74;19;18;55;81;96;25;19;92;9;53;55;66;30;56;57;50;3;28;68;12;60;26;82;60;50;45;61;38;50;53;
36;57;13;70;61;33;2;78;27;31;32;29;98;84;64;68;7;21;19;18;43;27;15;38;13;92;35;94;30;51;63;80;42;55;16;98;52;59;95;24;48;24;1;37;80;30;27;98;95;82;37;39;19;31;10;8;42;74;57;68;97;7;48;75;67;51;87;
42;67;66;15;48;26;94;69;18;25;77;58;82;64;37;99;48;13;24;61;10;45;8;56;78;2;26;27;41;76;25;69;29;43;85;31;29;67;89;13;24;62;92;83;64;16;74;3;60;8;99;62;43;89;76;96;59;10;37;46;99;67;28;41;99;8;28;
39;79;6;69;81;23;11;37;48;53;24;91;62;28;23;67;32;77;63;25;40;66;88;72;18;30;43;13;56;33;50;84;55;87;34;24;53;38;18;38;32;51;28;43;34;18;74;18;75;0;95;64;36;82;88;73;90;34;51;51;80;97;80;15;2;40;36;
74;93;99;13;94;58;24;92;88;38;44;37;0;55;25;37;56;37;86;48;72;99;61;33;19;87;67;58;34;70;13;41;93;82;0;24;76;86;1;5;11;89;99;34;45;96;51;95;55;60;24;77;15;92;63;75;32;66;94;7;90;66;58;18;24;3;43;
17;54;0;60;70;36;80;36;82;99;26;87;22;36;71;3;74;46;35;25;1;18;24;92;10;92;94;15;45;31;81;10;42;52;33;41;54;99;53;41;35;56;81;75;5;78;71;71;19;62;83;71;88;77;42;99;30;8;50;78;41;65;90;50;18;16;45;
69;2;30;48;75;93;94;90;45;37;49;86;31;20;23;95;82;48;9;21;64;10;33;11;46;48;75;99;69;65;30;56;89;33;1;68;88;14;8;78;94;87;97;62;80;21;18;57;18;69;7;2;9;94;80;59;69;19;2;26;17;94;20;79;6;92;97;
98;18;55;7;68;40;30;26;77;13;71;30;24;30;17;81;0;57;28;47;94;52;42;98;69;11;81;60;99;66;17;55;88;23;19;38;63;62;39;62;78;67;3;46;98;89;77;96;0;13;20;21;78;45;3;45;76;56;38;57;58;69;27;10;95;15;42;
1;10;78;18;37;18;66;68;26;49;96;0;79;33;85;60;86;46;95;77;42;20;74;62;6;24;81;3;9;40;93;50;83;46;76;85;21;95;82;3;12;77;77;96;80;56;58;23;72;8;41;63;99;37;99;80;36;16;11;13;37;62;58;85;56;45;17;
32;56;0;39;91;63;92;65;65;43;77;81;50;65;57;31;0;99;29;50;45;47;96;49;4;83;69;66;50;18;91;39;34;38;25;67;72;69;49;99;7;72;33;37;58;35;61;47;79;30;58;86;27;95;71;85;60;50;34;7;94;26;14;47;51;38;47;
11;40;90;59;30;49;29;43;73;13;58;91;69;22;21;86;19;59;5;12;39;67;40;6;21;34;42;5;80;57;86;86;20;87;49;6;88;71;27;36;97;51;98;71;2;59;65;85;72;39;95;87;46;25;8;44;0;83;38;96;7;24;62;15;26;72;71;
81;72;14;97;48;32;68;14;87;68;68;4;61;69;56;32;41;62;99;39;94;79;5;6;5;33;31;29;73;89;82;45;30;88;83;13;57;41;46;54;78;10;20;75;32;79;76;26;50;91;21;53;27;32;76;1;66;8;92;15;1;38;41;97;86;22;74;
73;86;43;74;99;15;44;61;83;59;29;74;25;56;5;79;81;68;28;17;97;11;81;46;49;49;30;53;39;69;23;89;9;5;3;40;6;16;21;38;82;71;93;42;36;34;66;58;96;59;59;29;57;5;76;61;4;97;25;50;84;91;22;14;36;40;65;
20;53;64;72;64;46;90;35;26;18;39;9;15;82;72;57;79;9;93;31;4;29;41;36;9;91;70;53;91;48;79;6;96;68;46;5;31;87;95;82;67;69;49;42;64;88;9;68;12;33;42;4;42;9;60;91;11;28;62;73;76;36;43;77;39;32;13;
46;35;66;26;92;14;11;63;34;79;98;71;21;81;2;41;57;6;74;64;86;8;55;93;2;24;22;6;30;26;72;3;31;75;63;32;45;7;50;90;30;45;26;12;12;57;41;91;73;95;86;71;64;68;26;38;80;73;23;67;92;5;33;8;6;95;39;
45;17;69;95;49;56;83;33;40;81;43;80;44;82;30;32;34;40;1;38;62;48;25;52;72;84;82;98;25;12;18;5;17;18;95;73;3;0;36;15;80;35;86;57;36;93;78;85;61;72;98;67;5;56;76;97;92;16;23;65;73;85;7;28;62;37;62;
26;86;56;28;34;3;86;57;27;62;68;15;79;5;97;36;52;13;50;0;61;41;98;80;87;77;70;41;95;27;57;94;99;30;51;98;4;44;64;63;18;98;48;35;24;0;44;59;76;48;55;15;11;37;1;84;88;75;41;56;33;44;62;99;4;73;16;
48;54;98;31;8;48;86;81;62;92;63;56;86;33;10;65;46;72;42;83;62;28;66;10;29;2;7;30;73;35;48;30;51;84;95;5;77;17;46;66;24;55;39;91;24;19;54;23;22;79;16;27;62;90;54;20;87;88;2;5;40;56;7;26;44;32;4;
2;38;4;87;29;25;75;58;6;89;74;85;9;47;84;7;94;19;21;68;61;29;75;18;89;14;40;25;68;47;12;47;92;14;52;85;17;91;86;2;86;31;47;30;12;2;93;58;56;49;13;7;22;64;43;72;62;86;98;15;84;49;90;59;77;26;93;
94;95;99;89;2;32;19;81;29;82;44;5;86;20;82;69;19;33;5;25;27;70;80;22;31;93;71;17;36;41;87;53;85;9;98;63;56;59;11;74;3;83;14;89;18;81;11;94;1;80;71;25;72;1;65;23;14;76;58;8;60;1;45;87;94;91;19;
77;22;19;13;59;22;30;21;44;56;91;4;50;82;77;15;56;69;61;81;84;43;74;48;80;1;2;13;2;37;26;94;26;61;34;71;81;67;11;3;41;80;21;67;23;72;8;26;83;85;89;18;33;10;35;34;47;71;32;58;19;16;19;6;29;96;77;
88;47;5;34;89;58;58;39;3;21;7;25;7;93;76;30;16;48;8;61;16;25;0;24;10;34;53;83;24;61;14;38;26;95;19;78;77;51;99;59;74;70;31;12;40;46;25;65;43;86;2;58;20;35;60;62;47;81;23;55;4;74;14;42;6;68;98;
11;73;97;53;65;48;48;86;45;94;87;83;64;8;88;40;38;59;56;17;91;35;56;30;95;27;44;55;0;55;88;5;71;47;13;91;46;33;36;9;71;48;14;68;60;98;59;46;16;34;76;83;50;50;6;76;17;66;57;38;3;93;86;90;5;82;11;
16;94;96;93;5;22;47;45;43;20;88;70;97;67;98;38;65;79;4;55;21;41;37;73;79;75;98;6;78;61;24;62;77;86;43;51;19;40;71;61;3;5;63;56;29;96;60;70;5;54;20;10;1;27;90;74;57;22;14;29;24;40;67;81;95;25;92;
10;23;46;18;25;7;43;52;15;78;80;44;83;14;27;0;23;41;13;61;50;96;68;93;97;26;42;36;62;37;81;60;3;3;50;47;58;36;95;3;57;74;74;96;77;78;30;15;97;39;44;40;82;64;41;14;55;52;21;98;65;6;89;78;96;19;40;
79;64;80;42;86;45;10;3;75;21;71;16;18;95;26;39;22;93;41;78;38;61;35;91;5;14;97;38;50;84;96;0;57;37;50;50;17;97;57;95;71;61;66;92;83;35;2;3;38;67;67;85;54;41;2;18;28;88;37;72;48;72;52;91;25;71;59;
81;44;76;22;24;35;46;6;77;95;42;8;69;12;93;99;83;17;10;46;15;35;32;22;28;60;85;46;99;8;74;67;12;76;21;58;62;44;42;49;8;34;24;22;85;80;67;59;54;72;69;73;14;24;43;45;11;53;93;64;50;99;7;69;20;75;95;
93;90;35;37;38;74;60;38;81;11;9;36;48;92;25;92;26;39;1;52;87;32;75;46;8;51;77;99;8;27;54;2;10;84;74;69;19;35;30;99;54;86;62;34;2;16;44;72;24;7;80;29;19;22;8;60;14;88;28;87;96;61;29;53;56;7;26;
64;18;56;73;91;9;1;98;0;69;41;44;92;6;5;74;1;46;24;82;87;75;13;54;31;7;42;3;92;57;8;78;95;90;80;53;68;34;89;20;18;23;7;91;73;43;36;81;90;86;28;7;31;24;38;88;5;1;42;84;66;98;5;43;61;62;49;
1;26;52;6;67;57;4;64;63;68;22;80;87;70;61;12;6;28;1;47;70;51;91;48;67;91;4;53;19;18;64;29;11;94;34;54;38;80;61;49;26;59;74;20;83;20;54;13;5;85;99;14;59;15;78;50;35;4;39;75;52;50;44;45;4;92;69;
92;36;6;74;26;67;52;20;11;76;71;65;46;37;91;48;34;19;49;70;95;15;83;19;33;41;86;96;76;14;29;16;90;50;61;76;98;11;72;47;7;95;67;74;64;39;92;38;60;2;10;26;54;21;74;76;52;87;40;85;81;55;44;96;46;54;74;
95;75;15;49;22;46;2;62;0;48;9;54;94;48;47;35;73;3;3;62;68;76;84;24;11;70;87;65;51;50;70;27;9;64;97;62;45;53;88;79;51;58;73;28;42;32;45;36;33;20;70;92;43;92;5;18;90;91;38;52;58;36;11;49;77;82;45;
30;51;85;89;20;15;23;10;9;3;56;81;78;24;51;32;31;80;77;83;16;59;78;72;54;15;35;21;14;47;23;50;60;87;15;85;48;30;50;77;20;82;95;15;33;10;59;27;7;4;80;69;99;99;28;70;72;12;35;5;79;2;95;62;79;6;20;
90;9;65;83;0;30;0;62;34;63;63;39;44;55;8;13;10;67;54;50;61;58;44;13;36;95;45;97;18;86;32;35;27;89;68;17;41;20;80;39;99;36;93;6;8;73;90;50;71;88;85;95;24;55;59;32;64;52;47;4;84;3;44;47;31;27;11;
55;86;90;72;89;86;15;51;25;65;37;4;62;4;95;26;29;1;37;10;72;29;36;53;88;73;75;54;95;91;45;75;81;61;35;63;80;16;95;8;9;3;34;66;27;48;84;0;89;76;14;46;93;16;39;25;49;37;83;16;11;60;55;33;19;61;22;
1;68;31;45;13;5;28;1;68;95;70;25;40;88;75;64;19;77;99;82;64;22;10;14;43;33;79;97;49;47;0;47;65;25;83;31;58;31;0;40;64;15;70;29;79;11;42;27;36;96;36;56;19;79;57;78;58;16;2;80;26;31;51;21;95;22;60;
14;5;44;5;87;76;58;17;49;52;81;35;31;90;51;61;52;11;43;27;85;68;4;73;42;28;20;14;32;63;49;33;56;50;28;22;91;90;48;80;61;61;8;26;76;80;71;90;74;70;98;9;51;95;75;46;0;71;62;59;55;44;84;85;2;47;79;
